measure,location,sample date,value
Ammonium,Busarakhan,30-May-08,0.304
Nitrites,Busarakhan,30-May-08,0.0307
Nitrates,Busarakhan,30-May-08,0.273
Total nitrogen,Busarakhan,30-May-08,1.77
Orthophosphate-phosphorus,Busarakhan,30-May-08,0.005
Total phosphorus,Busarakhan,30-May-08,0.079
Silica (SiO2),Busarakhan,30-May-08,4.72
Sodium,Busarakhan,30-May-08,20.4
Potassium,Busarakhan,30-May-08,2.8
Calcium,Busarakhan,30-May-08,52.6
Magnesium,Busarakhan,30-May-08,27.02
Chlorides,Busarakhan,30-May-08,57.6
Sulphates,Busarakhan,30-May-08,60.68
Cyanides,Busarakhan,30-May-08,0.002
Sulfides,Busarakhan,30-May-08,0.1
Manganese,Busarakhan,30-May-08,0
Biochemical Oxygen,Busarakhan,30-May-08,4.22
Chemical Oxygen Demand (Cr),Busarakhan,30-May-08,24.12
Chemical Oxygen Demand (Mn),Busarakhan,30-May-08,5.44
Total organic carbon,Busarakhan,30-May-08,7.16
Anionic active surfactants,Busarakhan,30-May-08,0.075
Petroleum hydrocarbons,Busarakhan,30-May-08,0.027
AOX,Busarakhan,30-May-08,21.6
Tetrachloromethane,Busarakhan,30-May-08,0.25
Atrazine,Busarakhan,30-May-08,0.5
"p,p-DDT",Busarakhan,30-May-08,0.02
gamma-Hexachlorocyclohexane,Busarakhan,30-May-08,0.04
Aldrin,Busarakhan,30-May-08,0.025
Total coliforms,Busarakhan,30-May-08,9.2
Fecal coliforms,Busarakhan,30-May-08,0.4
Fecal streptococci ,Busarakhan,30-May-08,0.006
Water temperature,Chai,31-May-08,18
Dissolved oxygen,Chai,31-May-08,7.493333333
Oxygen saturation,Chai,31-May-08,79.69666667
Total hardness,Chai,31-May-08,116.6666667
Bicarbonates,Chai,31-May-08,181.9666667
Total dissolved salts,Chai,31-May-08,256.6666667
Ammonium,Chai,31-May-08,0.297
Nitrites,Chai,31-May-08,0.016666667
Nitrates,Chai,31-May-08,0.667333333
Total nitrogen,Chai,31-May-08,1.183333333
Orthophosphate-phosphorus,Chai,31-May-08,0.031666667
Total phosphorus,Chai,31-May-08,0.072
Silica (SiO2),Chai,31-May-08,4.997666667
Sodium,Chai,31-May-08,17.06666667
Potassium,Chai,31-May-08,1.466666667
Calcium,Chai,31-May-08,56.6
Magnesium,Chai,31-May-08,16.4
Chlorides,Chai,31-May-08,28.8
Sulphates,Chai,31-May-08,31.68666667
Cyanides,Chai,31-May-08,0.002
Sulfides,Chai,31-May-08,0.1
Iron,Chai,31-May-08,0.576666667
Manganese,Chai,31-May-08,0
Zinc,Chai,31-May-08,15.2
Copper,Chai,31-May-08,40.33333333
Chromium,Chai,31-May-08,5.066666667
Lead,Chai,31-May-08,4.366666667
Cadmium,Chai,31-May-08,0.196666667
Mercury,Chai,31-May-08,0.029333333
Nickel,Chai,31-May-08,1.833333333
Aluminium,Chai,31-May-08,42.2
Arsenic,Chai,31-May-08,0.203333333
Selenium,Chai,31-May-08,0.062
Biochemical Oxygen,Chai,31-May-08,1.206666667
Chemical Oxygen Demand (Cr),Chai,31-May-08,24.24
Chemical Oxygen Demand (Mn),Chai,31-May-08,3.536666667
Anionic active surfactants,Chai,31-May-08,0.074333333
Petroleum hydrocarbons,Chai,31-May-08,0.028
Tetrachloromethane,Chai,31-May-08,0.25
Atrazine,Chai,31-May-08,0.5
"p,p-DDT",Chai,31-May-08,0.043333333
Water temperature,Chai,02-Jun-08,20.66666667
Dissolved oxygen,Chai,02-Jun-08,6.816666667
Oxygen saturation,Chai,02-Jun-08,76.53333333
Total dissolved salts,Chai,02-Jun-08,281
Ammonium,Chai,02-Jun-08,0.559
Nitrites,Chai,02-Jun-08,0.046666667
Nitrates,Chai,02-Jun-08,1.039
Total nitrogen,Chai,02-Jun-08,2.183333333
Orthophosphate-phosphorus,Chai,02-Jun-08,0.006133333
Total phosphorus,Chai,02-Jun-08,0.016233333
Silica (SiO2),Chai,02-Jun-08,6.95
Sulfides,Chai,02-Jun-08,0.1
Biochemical Oxygen,Chai,02-Jun-08,4.523333333
Chemical Oxygen Demand (Cr),Chai,02-Jun-08,33.6
Water temperature,Chai,12-Jun-08,18.66666667
Dissolved oxygen,Chai,12-Jun-08,6.483333333
Oxygen saturation,Chai,12-Jun-08,69.93333333
Total hardness,Chai,12-Jun-08,107.3333333
Bicarbonates,Chai,12-Jun-08,184.2
Total dissolved salts,Chai,12-Jun-08,245
Ammonium,Chai,12-Jun-08,0.412666667
Nitrites,Chai,12-Jun-08,0.020666667
Nitrates,Chai,12-Jun-08,1.38
Total nitrogen,Chai,12-Jun-08,2.166666667
Orthophosphate-phosphorus,Chai,12-Jun-08,0.012333333
Total phosphorus,Chai,12-Jun-08,0.056666667
Silica (SiO2),Chai,12-Jun-08,4.466666667
Sodium,Chai,12-Jun-08,16.93333333
Potassium,Chai,12-Jun-08,1.266666667
Calcium,Chai,12-Jun-08,49.73333333
Magnesium,Chai,12-Jun-08,16.45333333
Chlorides,Chai,12-Jun-08,28.8
Sulphates,Chai,12-Jun-08,26
Cyanides,Chai,12-Jun-08,0.002
Sulfides,Chai,12-Jun-08,0.1
Biochemical Oxygen,Chai,12-Jun-08,3.626666667
Chemical Oxygen Demand (Cr),Chai,12-Jun-08,25.85333333
Chemical Oxygen Demand (Mn),Chai,12-Jun-08,3.42
Total organic carbon,Chai,12-Jun-08,5.093333333
Anionic active surfactants,Chai,12-Jun-08,0.025
Petroleum hydrocarbons,Chai,12-Jun-08,0.024333333
Tetrachloromethane,Chai,12-Jun-08,0.25
Atrazine,Chai,12-Jun-08,0.5
"p,p-DDT",Chai,12-Jun-08,0.026666667
gamma-Hexachlorocyclohexane,Chai,12-Jun-08,0.04
Total coliforms,Chai,12-Jun-08,51
Fecal coliforms,Chai,12-Jun-08,72
Fecal streptococci ,Chai,12-Jun-08,0.076666667
Barium,Chai,12-Jun-08,18
Iron,Chai,12-Jun-08,0.78
Manganese,Chai,12-Jun-08,0
Zinc,Chai,12-Jun-08,3.9
Copper,Chai,12-Jun-08,2.4
Chromium,Chai,12-Jun-08,1.2
Lead,Chai,12-Jun-08,2.2
Cadmium,Chai,12-Jun-08,0.21
Mercury,Chai,12-Jun-08,0.037
Nickel,Chai,12-Jun-08,0.93
Arsenic,Chai,12-Jun-08,0.35
Selenium,Chai,12-Jun-08,0.042
Water temperature,Sakda,13-Jun-08,19.5
Dissolved oxygen,Sakda,13-Jun-08,7.33
Oxygen saturation,Sakda,13-Jun-08,80.3
Total hardness,Sakda,13-Jun-08,95
Bicarbonates,Sakda,13-Jun-08,194.8
Total dissolved salts,Sakda,13-Jun-08,238.3333333
Ammonium,Sakda,13-Jun-08,0.443666667
Nitrites,Sakda,13-Jun-08,0.012
Nitrates,Sakda,13-Jun-08,0.926
Total nitrogen,Sakda,13-Jun-08,1.746666667
Orthophosphate-phosphorus,Sakda,13-Jun-08,0.013
Total phosphorus,Sakda,13-Jun-08,0.090666667
Silica (SiO2),Sakda,13-Jun-08,2.563333333
Sodium,Sakda,13-Jun-08,16.93333333
Potassium,Sakda,13-Jun-08,1.333333333
Calcium,Sakda,13-Jun-08,37.06666667
Magnesium,Sakda,13-Jun-08,17.40333333
Barium,Sakda,13-Jun-08,15.7
Chlorides,Sakda,13-Jun-08,24
Sulphates,Sakda,13-Jun-08,36.13333333
Cyanides,Sakda,13-Jun-08,0.002
Sulfides,Sakda,13-Jun-08,0.1
Biochemical Oxygen,Sakda,13-Jun-08,0.983333333
Chemical Oxygen Demand (Cr),Sakda,13-Jun-08,28.94
Chemical Oxygen Demand (Mn),Sakda,13-Jun-08,3.77
Total organic carbon,Sakda,13-Jun-08,10.55666667
Anionic active surfactants,Sakda,13-Jun-08,0.108
Petroleum hydrocarbons,Sakda,13-Jun-08,0.023333333
Tetrachloromethane,Sakda,13-Jun-08,0.25
Atrazine,Sakda,13-Jun-08,0.5
"p,p-DDT",Sakda,13-Jun-08,0.015166667
gamma-Hexachlorocyclohexane,Sakda,13-Jun-08,0.04
Total coliforms,Sakda,13-Jun-08,0.506666667
Fecal coliforms,Sakda,13-Jun-08,0.17
Fecal streptococci ,Sakda,13-Jun-08,0.0078
Iron,Sakda,13-Jun-08,0.53
Manganese,Sakda,13-Jun-08,0
Zinc,Sakda,13-Jun-08,1.3
Copper,Sakda,13-Jun-08,5.2
Chromium,Sakda,13-Jun-08,0.97
Lead,Sakda,13-Jun-08,2
Cadmium,Sakda,13-Jun-08,0.45
Mercury,Sakda,13-Jun-08,0.059
Nickel,Sakda,13-Jun-08,1.4
Arsenic,Sakda,13-Jun-08,0.39
Selenium,Sakda,13-Jun-08,0.05
Water temperature,Kannika,15-Jun-08,19
Dissolved oxygen,Kannika,15-Jun-08,7.82
Oxygen saturation,Kannika,15-Jun-08,84.83333333
Total hardness,Kannika,15-Jun-08,111.7333333
Bicarbonates,Kannika,15-Jun-08,186.2666667
Total dissolved salts,Kannika,15-Jun-08,248.6666667
Ammonium,Kannika,15-Jun-08,0.401666667
Nitrites,Kannika,15-Jun-08,0.036333333
Nitrates,Kannika,15-Jun-08,0.523333333
Total nitrogen,Kannika,15-Jun-08,1.353333333
Orthophosphate-phosphorus,Kannika,15-Jun-08,0.045666667
Total phosphorus,Kannika,15-Jun-08,0.197333333
Silica (SiO2),Kannika,15-Jun-08,3.323333333
Calcium,Kannika,15-Jun-08,47.14
Magnesium,Kannika,15-Jun-08,19.85666667
Barium,Kannika,15-Jun-08,40
Chlorides,Kannika,15-Jun-08,21.6
Sulphates,Kannika,15-Jun-08,35.6
Cyanides,Kannika,15-Jun-08,0.002
Sulfides,Kannika,15-Jun-08,0.1
Biochemical Oxygen,Kannika,15-Jun-08,0.736666667
Chemical Oxygen Demand (Cr),Kannika,15-Jun-08,33.6
Chemical Oxygen Demand (Mn),Kannika,15-Jun-08,4.96
Total organic carbon,Kannika,15-Jun-08,4.083333333
Anionic active surfactants,Kannika,15-Jun-08,0.118666667
Petroleum hydrocarbons,Kannika,15-Jun-08,0.030666667
Atrazine,Kannika,15-Jun-08,0.5
"p,p-DDT",Kannika,15-Jun-08,0.013333333
gamma-Hexachlorocyclohexane,Kannika,15-Jun-08,0.04
Total coliforms,Kannika,15-Jun-08,3.333333333
Fecal coliforms,Kannika,15-Jun-08,0.753333333
Fecal streptococci ,Kannika,15-Jun-08,0.012266667
Iron,Kannika,15-Jun-08,0.7
Manganese,Kannika,15-Jun-08,0
Zinc,Kannika,15-Jun-08,8.7
Copper,Kannika,15-Jun-08,8.8
Chromium,Kannika,15-Jun-08,4.5
Lead,Kannika,15-Jun-08,3.8
Cadmium,Kannika,15-Jun-08,4.2
Mercury,Kannika,15-Jun-08,0.04
Nickel,Kannika,15-Jun-08,1.7
Arsenic,Kannika,15-Jun-08,0.43
Selenium,Kannika,15-Jun-08,0.045
Tetrachloromethane,Kannika,15-Jun-08,0.25
Water temperature,Boonsri,20-Jun-08,21.56666667
Dissolved oxygen,Boonsri,20-Jun-08,6.626666667
Oxygen saturation,Boonsri,20-Jun-08,77.36666667
Total hardness,Boonsri,20-Jun-08,96.93333333
Bicarbonates,Boonsri,20-Jun-08,191.1333333
Total dissolved salts,Boonsri,20-Jun-08,226.3333333
Ammonium,Boonsri,20-Jun-08,0.121
Nitrites,Boonsri,20-Jun-08,0.015333333
Nitrates,Boonsri,20-Jun-08,0.899333333
Orthophosphate-phosphorus,Boonsri,20-Jun-08,0.014333333
Total phosphorus,Boonsri,20-Jun-08,0.025
Silica (SiO2),Boonsri,20-Jun-08,6.36
Sodium,Boonsri,20-Jun-08,16
Potassium,Boonsri,20-Jun-08,2.666666667
Calcium,Boonsri,20-Jun-08,47.71
Magnesium,Boonsri,20-Jun-08,13.25666667
Chlorides,Boonsri,20-Jun-08,15.48666667
Sulphates,Boonsri,20-Jun-08,30.04
Sulfides,Boonsri,20-Jun-08,0.1
Manganese,Boonsri,20-Jun-08,0.050333333
Biochemical Oxygen,Boonsri,20-Jun-08,0.956666667
Chemical Oxygen Demand (Cr),Boonsri,20-Jun-08,9.593333333
Chemical Oxygen Demand (Mn),Boonsri,20-Jun-08,3.39
Anionic active surfactants,Boonsri,20-Jun-08,0.039666667
Petroleum hydrocarbons,Boonsri,20-Jun-08,0.015
Tetrachloromethane,Boonsri,20-Jun-08,0.25
"1,2,4-Trichlorobenzene",Boonsri,20-Jun-08,0.001
"1,2,3-Trichlorobenzene",Boonsri,20-Jun-08,0.001
Pentachlorobenzene,Boonsri,20-Jun-08,0.001
Acenaphthene,Boonsri,20-Jun-08,0.0043
Acenaphthylene,Boonsri,20-Jun-08,0.004
Anthracene,Boonsri,20-Jun-08,0.011189333
Benzo(a)anthracene,Boonsri,20-Jun-08,0.0035
Benzo(a)pyrene,Boonsri,20-Jun-08,0.0075
Benzo(b)fluoranthene,Boonsri,20-Jun-08,0.0075
Benzo(k)fluoranthene,Boonsri,20-Jun-08,0.0075
Chrysene,Boonsri,20-Jun-08,0.003
Fluoranthene,Boonsri,20-Jun-08,0.005086667
Naphthalene,Boonsri,20-Jun-08,0.01
Phenanthrene,Boonsri,20-Jun-08,0.005
Pyrene,Boonsri,20-Jun-08,0.00258
PCB 101,Boonsri,20-Jun-08,0.001
PCB 138,Boonsri,20-Jun-08,0.002
PCB 153,Boonsri,20-Jun-08,0.002
PCB 180,Boonsri,20-Jun-08,0.00402
Atrazine,Boonsri,20-Jun-08,0.5
Hexachlorobenzene,Boonsri,20-Jun-08,0.02
"p,p-DDT",Boonsri,20-Jun-08,0.007
gamma-Hexachlorocyclohexane,Boonsri,20-Jun-08,0.04
Aldrin,Boonsri,20-Jun-08,0.025
Endrin,Boonsri,20-Jun-08,0.025
Isodrin,Boonsri,20-Jun-08,0.025
Total coliforms,Boonsri,20-Jun-08,4.366666667
Fecal coliforms,Boonsri,20-Jun-08,0.486666667
Fecal streptococci ,Boonsri,20-Jun-08,0.044666667
Water temperature,Chai,21-Jun-08,25
Dissolved oxygen,Chai,21-Jun-08,7.526666667
Oxygen saturation,Chai,21-Jun-08,91.96666667
Total dissolved salts,Chai,21-Jun-08,212.6666667
Ammonium,Chai,21-Jun-08,0.455333333
Nitrites,Chai,21-Jun-08,0.021666667
Nitrates,Chai,21-Jun-08,1.030333333
Orthophosphate-phosphorus,Chai,21-Jun-08,0.057
Total phosphorus,Chai,21-Jun-08,0.110666667
Silica (SiO2),Chai,21-Jun-08,2.716666667
Sulfides,Chai,21-Jun-08,0.1
Biochemical Oxygen,Chai,21-Jun-08,3.523333333
Chemical Oxygen Demand (Cr),Chai,21-Jun-08,24.24
Chemical Oxygen Demand (Mn),Chai,21-Jun-08,3.716666667
Fecal streptococci ,Chai,21-Jun-08,0.54
Water temperature,Somchair,26-Jun-08,23
Dissolved oxygen,Somchair,26-Jun-08,5.77
Oxygen saturation,Somchair,26-Jun-08,67.8
Total hardness,Somchair,26-Jun-08,142
Bicarbonates,Somchair,26-Jun-08,171.5
Total dissolved salts,Somchair,26-Jun-08,276
Ammonium,Somchair,26-Jun-08,0.388
Nitrites,Somchair,26-Jun-08,0.134
Nitrates,Somchair,26-Jun-08,1.22
Total nitrogen,Somchair,26-Jun-08,2.08
Orthophosphate-phosphorus,Somchair,26-Jun-08,0.073
Total phosphorus,Somchair,26-Jun-08,0.549
Silica (SiO2),Somchair,26-Jun-08,6.48
Sodium,Somchair,26-Jun-08,18.4
Potassium,Somchair,26-Jun-08,1.4
Calcium,Somchair,26-Jun-08,55
Magnesium,Somchair,26-Jun-08,28.61
Barium,Somchair,26-Jun-08,35
Chlorides,Somchair,26-Jun-08,36
Sulphates,Somchair,26-Jun-08,39.2
Cyanides,Somchair,26-Jun-08,0.0036
Sulfides,Somchair,26-Jun-08,0.1
Iron,Somchair,26-Jun-08,0.56
Manganese,Somchair,26-Jun-08,0.031
Zinc,Somchair,26-Jun-08,28
Copper,Somchair,26-Jun-08,8.1
Chromium,Somchair,26-Jun-08,5.8
Lead,Somchair,26-Jun-08,4.4
Cadmium,Somchair,26-Jun-08,0.98
Mercury,Somchair,26-Jun-08,0.2
Nickel,Somchair,26-Jun-08,1.8
Arsenic,Somchair,26-Jun-08,0.84
Selenium,Somchair,26-Jun-08,2.2
Biochemical Oxygen,Somchair,26-Jun-08,4.72
Chemical Oxygen Demand (Cr),Somchair,26-Jun-08,43.21
Chemical Oxygen Demand (Mn),Somchair,26-Jun-08,6.33
Total organic carbon,Somchair,26-Jun-08,15.42
Anionic active surfactants,Somchair,26-Jun-08,0.106
Petroleum hydrocarbons,Somchair,26-Jun-08,0.059
Tetrachloromethane,Somchair,26-Jun-08,0.25
Atrazine,Somchair,26-Jun-08,0.5
"p,p-DDT",Somchair,26-Jun-08,0.02
gamma-Hexachlorocyclohexane,Somchair,26-Jun-08,0.04
Total coliforms,Somchair,26-Jun-08,160
Fecal coliforms,Somchair,26-Jun-08,92
Fecal streptococci ,Somchair,26-Jun-08,0.54
Water temperature,Busarakhan,26-Jun-08,23
Dissolved oxygen,Busarakhan,26-Jun-08,5.2
Oxygen saturation,Busarakhan,26-Jun-08,61.1
Total hardness,Busarakhan,26-Jun-08,131.9
Bicarbonates,Busarakhan,26-Jun-08,171.5
Total dissolved salts,Busarakhan,26-Jun-08,254
Ammonium,Busarakhan,26-Jun-08,0.193
Nitrites,Busarakhan,26-Jun-08,0.115
Nitrates,Busarakhan,26-Jun-08,1.32
Total nitrogen,Busarakhan,26-Jun-08,1.94
Orthophosphate-phosphorus,Busarakhan,26-Jun-08,0.088
Total phosphorus,Busarakhan,26-Jun-08,0.439
Silica (SiO2),Busarakhan,26-Jun-08,5.84
Sodium,Busarakhan,26-Jun-08,17.2
Potassium,Busarakhan,26-Jun-08,1.2
Calcium,Busarakhan,26-Jun-08,51.8
Magnesium,Busarakhan,26-Jun-08,26.22
Barium,Busarakhan,26-Jun-08,56
Chlorides,Busarakhan,26-Jun-08,36
Sulphates,Busarakhan,26-Jun-08,30.4
Cyanides,Busarakhan,26-Jun-08,0.002
Sulfides,Busarakhan,26-Jun-08,0.1
Iron,Busarakhan,26-Jun-08,0.65
Manganese,Busarakhan,26-Jun-08,0.032
Zinc,Busarakhan,26-Jun-08,40
Copper,Busarakhan,26-Jun-08,12
Chromium,Busarakhan,26-Jun-08,1.5
Lead,Busarakhan,26-Jun-08,4.6
Cadmium,Busarakhan,26-Jun-08,0.4
Mercury,Busarakhan,26-Jun-08,0.096
Nickel,Busarakhan,26-Jun-08,2
Arsenic,Busarakhan,26-Jun-08,0.84
Selenium,Busarakhan,26-Jun-08,0.15
Biochemical Oxygen,Busarakhan,26-Jun-08,4.1
Chemical Oxygen Demand (Cr),Busarakhan,26-Jun-08,38.59
Chemical Oxygen Demand (Mn),Busarakhan,26-Jun-08,5.43
Total organic carbon,Busarakhan,26-Jun-08,12.16
Anionic active surfactants,Busarakhan,26-Jun-08,0.086
Petroleum hydrocarbons,Busarakhan,26-Jun-08,0.012
Tetrachloromethane,Busarakhan,26-Jun-08,0.25
Atrazine,Busarakhan,26-Jun-08,0.5
"p,p-DDT",Busarakhan,26-Jun-08,0.0055
gamma-Hexachlorocyclohexane,Busarakhan,26-Jun-08,0.04
Total coliforms,Busarakhan,26-Jun-08,160
Fecal coliforms,Busarakhan,26-Jun-08,92
Fecal streptococci ,Busarakhan,26-Jun-08,1.3
Water temperature,Kohsoom,29-Jun-08,27.5
Dissolved oxygen,Kohsoom,29-Jun-08,7.88
Oxygen saturation,Kohsoom,29-Jun-08,98.37
Total hardness,Kohsoom,29-Jun-08,125.2
Bicarbonates,Kohsoom,29-Jun-08,183
Total dissolved salts,Kohsoom,29-Jun-08,292
Ammonium,Kohsoom,29-Jun-08,2.39
Nitrites,Kohsoom,29-Jun-08,0.091
Nitrates,Kohsoom,29-Jun-08,0.73
Orthophosphate-phosphorus,Kohsoom,29-Jun-08,0.091
Total phosphorus,Kohsoom,29-Jun-08,0.175
Silica (SiO2),Kohsoom,29-Jun-08,4.545
Sodium,Kohsoom,29-Jun-08,15.4
Potassium,Kohsoom,29-Jun-08,3.8
Calcium,Kohsoom,29-Jun-08,60.2
Magnesium,Kohsoom,29-Jun-08,17.5
Chlorides,Kohsoom,29-Jun-08,26.8
Sulphates,Kohsoom,29-Jun-08,70.8
Sulfides,Kohsoom,29-Jun-08,0.1
Manganese,Kohsoom,29-Jun-08,0.06
Biochemical Oxygen,Kohsoom,29-Jun-08,3.5
Chemical Oxygen Demand (Cr),Kohsoom,29-Jun-08,11.7
Chemical Oxygen Demand (Mn),Kohsoom,29-Jun-08,5.2
Anionic active surfactants,Kohsoom,29-Jun-08,0.063
Petroleum hydrocarbons,Kohsoom,29-Jun-08,0.01
"1,2,4-Trichlorobenzene",Kohsoom,29-Jun-08,0.001
"1,2,3-Trichlorobenzene",Kohsoom,29-Jun-08,0.001
Pentachlorobenzene,Kohsoom,29-Jun-08,0.001
Acenaphthene,Kohsoom,29-Jun-08,0.003
Acenaphthylene,Kohsoom,29-Jun-08,0.004
Anthracene,Kohsoom,29-Jun-08,0.01742
Benzo(a)anthracene,Kohsoom,29-Jun-08,0.0035
Benzo(a)pyrene,Kohsoom,29-Jun-08,0.0075
Benzo(b)fluoranthene,Kohsoom,29-Jun-08,0.0075
Benzo(k)fluoranthene,Kohsoom,29-Jun-08,0.0075
Chrysene,Kohsoom,29-Jun-08,0.003
Fluoranthene,Kohsoom,29-Jun-08,0.00536
Naphthalene,Kohsoom,29-Jun-08,0.01
Phenanthrene,Kohsoom,29-Jun-08,0.005
Pyrene,Kohsoom,29-Jun-08,0.00423
PCB 101,Kohsoom,29-Jun-08,0.001
PCB 138,Kohsoom,29-Jun-08,0.002
PCB 153,Kohsoom,29-Jun-08,0.002
PCB 180,Kohsoom,29-Jun-08,0.002
Atrazine,Kohsoom,29-Jun-08,0.5
Hexachlorobenzene,Kohsoom,29-Jun-08,0.02
"p,p-DDT",Kohsoom,29-Jun-08,0.0055
gamma-Hexachlorocyclohexane,Kohsoom,29-Jun-08,0.04
Aldrin,Kohsoom,29-Jun-08,0.025
Endrin,Kohsoom,29-Jun-08,0.025
Isodrin,Kohsoom,29-Jun-08,0.025
Total coliforms,Kohsoom,29-Jun-08,1.609
Fecal coliforms,Kohsoom,29-Jun-08,0.13
Fecal streptococci ,Kohsoom,29-Jun-08,0.017
Water temperature,Chai,07-Jul-08,28
Dissolved oxygen,Chai,07-Jul-08,5.633333333
Oxygen saturation,Chai,07-Jul-08,72.96666667
Total hardness,Chai,07-Jul-08,106.2333333
Bicarbonates,Chai,07-Jul-08,189.9
Total dissolved salts,Chai,07-Jul-08,256.3333333
Ammonium,Chai,07-Jul-08,0.108
Nitrites,Chai,07-Jul-08,0.067
Nitrates,Chai,07-Jul-08,0.705
Total nitrogen,Chai,07-Jul-08,2.726666667
Orthophosphate-phosphorus,Chai,07-Jul-08,0.057333333
Total phosphorus,Chai,07-Jul-08,0.173333333
Silica (SiO2),Chai,07-Jul-08,5.789
Calcium,Chai,07-Jul-08,56.3
Magnesium,Chai,07-Jul-08,11.9
Chlorides,Chai,07-Jul-08,36.04
Sulphates,Chai,07-Jul-08,20.76666667
Cyanides,Chai,07-Jul-08,0.002
Sulfides,Chai,07-Jul-08,0.1
Biochemical Oxygen,Chai,07-Jul-08,1.366666667
Chemical Oxygen Demand (Cr),Chai,07-Jul-08,27.33333333
Chemical Oxygen Demand (Mn),Chai,07-Jul-08,3.653333333
Anionic active surfactants,Chai,07-Jul-08,0.065333333
Petroleum hydrocarbons,Chai,07-Jul-08,0.027666667
Tetrachloromethane,Chai,07-Jul-08,0.25
Atrazine,Chai,07-Jul-08,0.5
"p,p-DDT",Chai,07-Jul-08,0.05
gamma-Hexachlorocyclohexane,Chai,07-Jul-08,0.04
Total coliforms,Chai,07-Jul-08,4.433333333
Fecal coliforms,Chai,07-Jul-08,1.35
Fecal streptococci ,Chai,07-Jul-08,0.064333333
Water temperature,Boonsri,11-Jul-08,24.5
Dissolved oxygen,Boonsri,11-Jul-08,6.786666667
Oxygen saturation,Boonsri,11-Jul-08,80.38333333
Total hardness,Boonsri,11-Jul-08,93.89333333
Bicarbonates,Boonsri,11-Jul-08,178.9333333
Total dissolved salts,Boonsri,11-Jul-08,227.3333333
Ammonium,Boonsri,11-Jul-08,0.02
Nitrites,Boonsri,11-Jul-08,0.016666667
Nitrates,Boonsri,11-Jul-08,0.926
Orthophosphate-phosphorus,Boonsri,11-Jul-08,0.033333333
Total phosphorus,Boonsri,11-Jul-08,0.105
Silica (SiO2),Boonsri,11-Jul-08,3.208666667
Sodium,Boonsri,11-Jul-08,18
Potassium,Boonsri,11-Jul-08,3.333333333
Calcium,Boonsri,11-Jul-08,46.72
Magnesium,Boonsri,11-Jul-08,12.28666667
Chlorides,Boonsri,11-Jul-08,17.84333333
Sulphates,Boonsri,11-Jul-08,34.80666667
Sulfides,Boonsri,11-Jul-08,0.1
Manganese,Boonsri,11-Jul-08,0.047666667
Arsenic,Boonsri,11-Jul-08,1.246666667
Biochemical Oxygen,Boonsri,11-Jul-08,2.14
Chemical Oxygen Demand (Cr),Boonsri,11-Jul-08,7.333333333
Chemical Oxygen Demand (Mn),Boonsri,11-Jul-08,2.323333333
Anionic active surfactants,Boonsri,11-Jul-08,0.034333333
Petroleum hydrocarbons,Boonsri,11-Jul-08,0.01
"1,2,4-Trichlorobenzene",Boonsri,11-Jul-08,0.001
"1,2,3-Trichlorobenzene",Boonsri,11-Jul-08,0.001
Pentachlorobenzene,Boonsri,11-Jul-08,0.001
Acenaphthene,Boonsri,11-Jul-08,0.003
Acenaphthylene,Boonsri,11-Jul-08,0.004
Anthracene,Boonsri,11-Jul-08,0.016553333
Benzo(a)anthracene,Boonsri,11-Jul-08,0.0035
Benzo(a)pyrene,Boonsri,11-Jul-08,0.0075
Benzo(b)fluoranthene,Boonsri,11-Jul-08,0.009866667
Benzo(k)fluoranthene,Boonsri,11-Jul-08,0.007913333
Chrysene,Boonsri,11-Jul-08,0.003
Fluoranthene,Boonsri,11-Jul-08,0.00584
Naphthalene,Boonsri,11-Jul-08,0.026406667
Phenanthrene,Boonsri,11-Jul-08,0.005
Pyrene,Boonsri,11-Jul-08,0.002926667
PCB 101,Boonsri,11-Jul-08,0.001
PCB 138,Boonsri,11-Jul-08,0.002
PCB 153,Boonsri,11-Jul-08,0.002
PCB 180,Boonsri,11-Jul-08,0.002
Atrazine,Boonsri,11-Jul-08,0.5
Hexachlorobenzene,Boonsri,11-Jul-08,0.02
"p,p-DDT",Boonsri,11-Jul-08,0.0055
gamma-Hexachlorocyclohexane,Boonsri,11-Jul-08,0.04
Aldrin,Boonsri,11-Jul-08,0.0256
Endrin,Boonsri,11-Jul-08,0.025
Isodrin,Boonsri,11-Jul-08,0.025
Total coliforms,Boonsri,11-Jul-08,8.9
Fecal coliforms,Boonsri,11-Jul-08,0.966666667
Fecal streptococci ,Boonsri,11-Jul-08,0.017
Water temperature,Sakda,11-Jul-08,24
Dissolved oxygen,Sakda,11-Jul-08,6.19
Oxygen saturation,Sakda,11-Jul-08,74.06
Total hardness,Sakda,11-Jul-08,104.4
Bicarbonates,Sakda,11-Jul-08,201.9
Total dissolved salts,Sakda,11-Jul-08,261
Ammonium,Sakda,11-Jul-08,0.139333333
Nitrites,Sakda,11-Jul-08,0.082333333
Nitrates,Sakda,11-Jul-08,0.681333333
Total nitrogen,Sakda,11-Jul-08,1.233333333
Orthophosphate-phosphorus,Sakda,11-Jul-08,0.009333333
Total phosphorus,Sakda,11-Jul-08,0.166
Silica (SiO2),Sakda,11-Jul-08,5.314333333
Calcium,Sakda,11-Jul-08,43.2
Magnesium,Sakda,11-Jul-08,19.07
Chlorides,Sakda,11-Jul-08,29.1
Sulphates,Sakda,11-Jul-08,25.86666667
